group_name,app_name,platform,country,language,create_datediff,orders
base,tv,ios,s,n,31-90day,129
this,ms,ios,s,i,>90day,129
this,tv,android,N,y,>90day,129
base,ems,android,R,t,31-90day,129
this,ems,android,E,r,0day,129
this,ems,android,K,r,31-90day,129
this,md,android,S,n,1-7day,129
this,tv,ios,U,u,0day,128
base,ms,ios,R,n,31-90day,128
base,ms,ios,N,a,31-90day,128
this,si,android,N,u,>90day,128
this,ms,android,R,u,31-90day,128
base,ms,android,S,t,8-30day,128
this,tv,android,R,r,>90day,128
base,tv,android,R,r,>90day,128
this,ms,android,E,r,>90day,128
base,ms,android,R,n,0day,128
this,ms,android,s,n,0day,128
this,ems,android,S,n,1-7day,128
base,ems,android,S,n,1-7day,128
base,tv,android,W,n,1-7day,128
base,ems,android,N,n,>90day,128
this,ms,android,H,m,31-90day,128
this,ms,android,R,i,>90day,128
this,ms,ios,R,n,31-90day,127
this,tv,ios,N,i,1-7day,127
base,tv,android,E,u,>90day,127
base,si,android,N,s,>90day,127
base,ms,android,R,r,1-7day,127
base,ms,android,E,r,8-30day,127
this,ms,android,N,o,>90day,127
base,ms,android,Y,h,8-30day,127
base,tv,android,E,e,0day,127
base,tv,ios,D,n,8-30day,126
this,ms,ios,S,h,31-90day,126
this,ms,ios,N,a,8-30day,126
this,tv,android,S,r,8-30day,126
this,ms,android,E,n,1-7day,126
base,ms,android,E,n,1-7day,126
base,tv,android,Y,n,>90day,126
this,ms,android,N,m,0day,126
base,tv,ios,G,n,1-7day,125
this,ms,ios,H,n,8-30day,125
this,ms,ios,T,n,31-90day,125
this,ms,ios,W,i,8-30day,125
this,tv,android,N,s,8-30day,125
base,ms,android,P,s,>90day,125
base,ems,android,W,n,>90day,125
base,ms,android,H,m,31-90day,125
base,ms,android,s,l,0day,125
this,ms,android,R,l,1-7day,125
this,ms,android,R,h,0day,125
base,tv,android,E,h,>90day,125
this,ms,android,U,h,>90day,125
this,tv,android,N,d,31-90day,125
base,ms,ios,Y,h,31-90day,124
this,ms,android,U,s,>90day,124
this,ms,android,K,r,1-7day,124
base,ms,android,N,r,>90day,124
this,ms,android,E,r,31-90day,124
this,si,android,D,d,31-90day,124
base,ms,android,s,u,1-7day,123
this,ms,android,S,t,>90day,123
this,tv,android,s,r,1-7day,123
this,ms,android,R,r,8-30day,123
base,tv,android,U,r,8-30day,123
base,tv,android,E,n,31-90day,123
base,md,android,N,i,8-30day,123
this,tv,ios,N,n,>90day,122
base,tv,android,E,t,>90day,122
base,ms,android,U,s,>90day,122
this,tv,android,N,r,1-7day,122
base,ms,android,X,n,0day,122
this,tv,android,E,n,>90day,122
base,tv,android,R,n,31-90day,122
this,ms,ios,Y,h,31-90day,121
base,tv,android,s,r,8-30day,121
base,md,android,W,n,>90day,121
base,ms,android,H,n,>90day,121
this,tv,android,R,n,31-90day,121
base,ms,ios,S,u,1-7day,120
base,ms,ios,U,r,8-30day,120
base,ms,ios,R,r,>90day,120
base,ms,ios,N,n,8-30day,120
base,tv,ios,N,i,8-30day,120
base,ms,android,E,s,>90day,120
base,ms,android,E,s,31-90day,120
base,ms,android,N,r,0day,120
this,ms,android,R,r,1-7day,120
base,ms,android,E,r,1-7day,120
base,ms,android,E,r,1-7day,120
base,ms,android,K,r,8-30day,120
this,ms,android,N,r,>90day,120
base,ms,android,K,n,0day,120
this,ems,android,D,n,>90day,120
base,tv,android,E,n,>90day,120
base,ms,android,R,i,8-30day,120
this,tv,android,P,i,>90day,120
this,ms,android,E,a,0day,120
base,ms,ios,E,r,0day,119
base,ms,ios,s,r,0day,119
this,ms,android,R,u,8-30day,119
base,ms,android,s,t,>90day,119
base,ms,android,T,s,8-30day,119
base,tv,android,s,o,>90day,119
this,tv,android,D,i,8-30day,119
this,md,android,D,d,31-90day,119
base,ms,ios,N,u,>90day,118
this,ms,ios,R,r,>90day,118
base,tv,ios,R,n,>90day,118
this,ms,ios,S,e,31-90day,118
base,ms,android,s,u,8-30day,118
this,ems,android,R,s,31-90day,118
this,tv,android,s,o,>90day,118
base,ems,android,H,n,0day,118
this,tv,android,T,n,8-30day,118
this,tv,android,T,n,31-90day,118
this,ms,android,R,i,31-90day,118
base,tv,android,N,d,31-90day,118
this,ms,android,S,a,0day,118
this,tv,android,N,a,8-30day,118
base,tv,ios,N,n,>90day,117
base,ms,ios,E,i,>90day,117
base,ms,android,S,t,0day,117
base,ms,android,S,o,>90day,117
this,tv,android,Y,n,>90day,117
base,ems,android,E,d,>90day,117
this,si,android,N,a,>90day,117
base,tv,ios,R,r,1-7day,116
this,tv,ios,E,n,0day,116
base,ms,ios,P,i,1-7day,116
base,tv,android,H,y,8-30day,116
this,ms,android,Y,n,31-90day,116
this,tv,android,N,h,>90day,116
base,ms,android,U,a,0day,116
this,tv,ios,X,s,8-30day,115
base,ms,ios,R,n,8-30day,115
this,ms,ios,N,h,>90day,115
base,ms,android,E,v,0day,115
this,ms,android,S,t,0day,115
this,ms,android,E,s,>90day,115
this,md,android,Y,s,>90day,115
this,ms,android,U,r,31-90day,115
this,ms,android,S,o,>90day,115
base,tv,android,S,n,8-30day,115
this,ems,android,N,n,>90day,115
this,ms,android,R,l,8-30day,115
this,tv,android,K,j,>90day,115
base,ms,ios,U,r,1-7day,114
this,ms,ios,R,n,0day,114
this,ms,ios,N,n,>90day,114
base,ms,android,E,t,31-90day,114
this,ms,android,U,o,31-90day,114
this,ms,android,H,n,>90day,114
this,md,android,E,n,31-90day,114
base,ms,android,R,l,8-30day,114
this,tv,android,Y,d,31-90day,114
this,tv,ios,T,t,8-30day,113
this,ms,ios,N,n,1-7day,113
base,ms,ios,Y,h,0day,113
this,ms,ios,Y,a,>90day,113
base,ms,android,s,u,0day,113
this,ms,android,s,u,8-30day,113
base,tv,android,T,u,>90day,113
base,tv,android,s,r,0day,113
base,ms,android,R,r,8-30day,113
this,tv,android,N,r,>90day,113
base,ems,android,H,o,0day,113
this,ms,android,O,n,0day,113
this,md,android,W,n,>90day,113
this,md,android,s,n,>90day,113
this,tv,android,X,n,31-90day,113
base,ms,android,R,l,1-7day,113
base,ms,android,s,l,8-30day,113
this,si,android,N,j,>90day,113
base,ms,android,W,i,8-30day,113
base,tv,android,P,i,>90day,113
this,ms,android,O,h,>90day,113
this,ms,ios,E,u,1-7day,112
this,ms,ios,N,u,>90day,112
this,ms,ios,N,r,>90day,112
base,ms,ios,N,h,>90day,112
this,ms,android,s,s,0day,112
this,tv,android,U,r,8-30day,112
this,ms,android,K,n,1-7day,112
this,md,android,Y,n,8-30day,112
base,ms,android,N,h,0day,112
base,tv,android,N,h,>90day,112
base,tv,android,Y,d,31-90day,112
this,ms,android,S,a,1-7day,112
base,tv,ios,U,u,0day,111
base,ems,ios,E,r,>90day,111
base,tv,ios,E,n,0day,111
this,tv,ios,P,i,>90day,111
this,tv,ios,H,h,1-7day,111
this,ms,android,P,t,>90day,111
this,ms,android,R,s,31-90day,111
base,ms,android,R,i,1-7day,111
this,ms,android,X,h,0day,111
base,md,android,D,d,31-90day,111
this,ms,android,U,a,1-7day,111
base,ms,ios,N,r,31-90day,110
this,tv,ios,D,n,8-30day,110
this,ms,android,N,y,0day,110
base,ems,android,R,s,8-30day,110
this,ms,android,E,r,1-7day,110
base,ms,android,S,r,1-7day,110
base,tv,android,D,r,>90day,110
this,ms,android,s,r,31-90day,110
base,md,android,s,n,>90day,110
base,ms,android,H,n,>90day,110
this,md,android,N,n,>90day,110
this,ms,android,R,n,31-90day,110
base,md,android,W,n,31-90day,110
base,ms,android,E,a,1-7day,110
this,ms,ios,E,u,0day,109
this,ms,ios,s,u,>90day,109
this,ms,ios,E,i,31-90day,109
this,ms,android,O,t,>90day,109
this,ms,android,E,t,31-90day,109
base,ms,android,s,h,>90day,109
this,ms,android,T,e,>90day,109
this,ms,android,R,e,>90day,109
base,si,android,D,d,31-90day,109
this,tv,ios,X,s,31-90day,108
this,ms,ios,H,n,1-7day,108
this,tv,ios,D,n,1-7day,108
this,ms,ios,Y,d,>90day,108
this,ms,android,s,u,0day,108
this,ms,android,s,r,1-7day,108
base,ms,android,s,r,31-90day,108
this,si,android,N,n,>90day,108
this,tv,ios,s,r,>90day,107
this,ems,ios,H,n,8-30day,107
base,ms,android,S,s,>90day,107
base,tv,android,S,r,8-30day,107
this,ms,android,U,o,>90day,107
this,ems,android,Y,n,>90day,107
base,ms,android,s,n,>90day,107
base,ms,android,W,i,1-7day,107
this,ms,android,S,i,1-7day,107
this,ms,android,S,i,8-30day,107
base,tv,android,E,d,0day,107
base,ms,ios,N,o,>90day,106
base,tv,ios,H,n,1-7day,106
this,tv,ios,s,n,8-30day,106
base,ms,ios,s,i,0day,106
base,tv,android,R,u,>90day,106
this,ms,android,G,r,8-30day,106
this,tv,ios,K,r,>90day,105
this,ms,ios,Y,n,1-7day,105
base,ms,android,T,t,>90day,105
base,ms,android,P,t,>90day,105
this,tv,android,D,r,>90day,105
this,tv,android,E,r,>90day,105
this,ems,android,D,n,1-7day,105
this,tv,android,s,l,>90day,105
this,tv,android,E,h,>90day,105
base,ms,android,R,e,>90day,105
base,tv,ios,O,s,31-90day,104
base,tv,ios,E,r,>90day,104
this,ms,ios,N,a,1-7day,104
base,tv,android,N,u,8-30day,104
base,ms,android,K,r,1-7day,104
base,ms,android,s,r,8-30day,104
base,tv,android,E,r,>90day,104
base,ms,android,O,n,0day,104
this,ems,android,H,n,1-7day,104
this,tv,android,E,n,31-90day,104
this,tv,android,S,l,>90day,104
base,ms,android,K,j,1-7day,104
this,ems,android,s,h,8-30day,104
base,ms,android,U,h,>90day,104
base,tv,ios,O,s,8-30day,103
base,ms,ios,R,s,>90day,103
base,ms,ios,N,n,>90day,103
this,ms,ios,P,l,8-30day,103
base,tv,ios,H,h,8-30day,103
base,ms,android,R,u,8-30day,103
base,tv,android,R,t,>90day,103
this,ms,android,G,r,1-7day,103
this,ms,android,R,r,1-7day,103
this,ms,android,E,r,8-30day,103
base,ems,android,s,n,1-7day,103
this,ems,android,W,n,31-90day,103
this,ms,android,s,h,>90day,103
base,ms,android,N,h,>90day,103
base,tv,android,N,a,1-7day,103
this,tv,ios,S,s,31-90day,102
this,ms,ios,U,r,8-30day,102
this,tv,ios,K,n,1-7day,102
base,ms,ios,R,n,>90day,102
this,ms,ios,Y,h,1-7day,102
base,ms,ios,N,d,>90day,102
this,ms,android,s,u,1-7day,102
base,ms,android,S,t,8-30day,102
base,ms,android,S,t,>90day,102
base,ms,android,O,t,31-90day,102
base,ms,android,R,s,31-90day,102
base,tv,android,N,r,>90day,102
this,ms,android,S,r,31-90day,102
base,ems,android,K,n,1-7day,102
this,md,android,E,n,8-30day,102
base,ms,android,E,n,8-30day,102
this,md,android,W,n,31-90day,102
base,tv,android,N,m,>90day,102
base,ms,android,R,i,31-90day,102
this,tv,android,E,e,31-90day,102
this,ms,ios,N,o,>90day,101
this,ms,ios,R,n,1-7day,101
this,ms,ios,s,i,1-7day,101
base,ms,ios,s,h,0day,101
base,ems,android,H,y,1-7day,101
base,ms,android,S,t,>90day,101
this,ms,android,S,t,>90day,101
base,ms,android,K,r,0day,101
base,tv,android,s,l,31-90day,101
base,ms,android,U,k,8-30day,101
this,ms,android,S,i,31-90day,101
this,ms,android,P,h,>90day,101
base,ms,ios,s,u,>90day,100
this,ms,ios,E,t,>90day,100
base,ms,ios,H,n,0day,100
base,ms,ios,S,n,0day,100
base,ms,ios,T,n,8-30day,100
this,tv,ios,S,n,>90day,100
base,ms,ios,N,n,31-90day,100
this,ms,ios,X,n,31-90day,100
this,tv,ios,P,l,>90day,100
this,ms,ios,E,i,>90day,100
this,tv,android,s,y,31-90day,100
base,ms,android,s,u,8-30day,100
this,ems,android,R,t,31-90day,100
base,ms,android,T,s,1-7day,100
this,ems,android,X,s,31-90day,100
this,tv,android,S,r,31-90day,100
this,ems,android,s,n,1-7day,100
this,ems,android,N,n,31-90day,100
base,ms,android,R,l,0day,100
this,ms,android,R,l,0day,100
base,ms,android,Y,i,8-30day,100
base,tv,android,S,h,>90day,100
this,tv,android,S,h,>90day,100
base,ms,ios,R,n,0day,99
base,ms,android,T,u,31-90day,99
base,ems,android,X,s,8-30day,99
base,ms,android,E,s,31-90day,99
base,ms,android,S,r,0day,99
base,ms,android,U,o,>90day,99
base,ems,android,Y,n,>90day,99
this,md,android,S,n,31-90day,99
this,ms,android,N,h,0day,99
base,ms,android,O,h,0day,99
this,si,android,N,e,31-90day,99
base,ms,ios,E,t,>90day,98
base,ms,ios,R,n,1-7day,98
base,tv,ios,X,n,>90day,98
this,ms,ios,W,i,0day,98
this,ms,android,U,v,>90day,98
this,ms,android,E,u,0day,98
this,ems,android,T,t,31-90day,98
base,ms,android,Y,s,>90day,98
base,ms,android,S,o,31-90day,98
base,md,android,K,n,1-7day,98
base,tv,android,X,n,8-30day,98
base,ms,android,H,m,8-30day,98
base,ms,android,W,i,0day,98
base,ms,android,H,h,>90day,98
this,tv,android,E,e,0day,98
this,ms,android,U,e,>90day,98
base,ms,ios,S,r,>90day,97
this,tv,ios,X,n,>90day,97
this,ms,ios,P,l,31-90day,97
this,ms,ios,S,e,0day,97
base,tv,android,E,v,>90day,97
base,tv,android,N,u,1-7day,97
base,ms,android,R,t,8-30day,97
base,ems,android,T,t,31-90day,97
this,tv,android,R,r,31-90day,97
this,si,android,N,n,0day,97
this,tv,android,R,n,31-90day,97
this,ms,android,W,i,1-7day,97
base,ms,android,S,a,1-7day,97
this,tv,ios,S,r,>90day,96
this,ms,ios,R,n,8-30day,96
base,tv,ios,S,n,>90day,96
base,ems,ios,N,n,>90day,96
this,ms,ios,S,n,>90day,96
this,ms,android,S,t,1-7day,96
base,ems,android,Y,s,>90day,96
this,tv,android,E,r,0day,96
this,tv,android,D,n,0day,96
base,md,android,D,n,8-30day,96
base,ems,android,N,n,>90day,96
this,ms,android,s,n,>90day,96
this,tv,android,s,l,31-90day,96
base,ms,android,Y,i,1-7day,96
base,tv,ios,R,t,8-30day,95
this,tv,ios,O,s,31-90day,95
this,ms,ios,H,n,0day,95
this,tv,ios,s,n,1-7day,95
this,ms,ios,R,n,>90day,95
base,tv,ios,N,i,1-7day,95
base,ms,ios,K,i,>90day,95
base,ms,ios,Y,h,1-7day,95
this,ems,android,H,y,8-30day,95
this,ms,android,E,v,0day,95
base,ems,android,U,u,0day,95
this,ms,android,Y,s,>90day,95
this,tv,android,S,r,1-7day,95
base,tv,android,S,r,>90day,95
base,ms,android,S,r,>90day,95
this,ms,android,s,r,31-90day,95
base,tv,android,H,n,1-7day,95
base,ems,android,W,n,31-90day,95
base,ems,android,s,h,1-7day,95
base,tv,android,D,d,0day,95
this,tv,android,K,d,>90day,95
this,ms,ios,N,r,31-90day,94
this,ms,ios,N,a,31-90day,94
this,tv,android,T,u,>90day,94
base,ms,android,T,r,8-30day,94
base,ems,android,D,n,>90day,94
this,md,android,U,n,31-90day,94
base,ems,android,Y,n,31-90day,94
base,md,android,S,n,31-90day,94
base,ems,android,H,m,8-30day,94
this,ms,android,D,i,31-90day,94
this,ms,ios,s,s,31-90day,93
this,ms,ios,S,r,>90day,93
this,ms,ios,R,n,1-7day,93
this,ms,ios,E,n,1-7day,93
base,tv,ios,G,n,8-30day,93
this,tv,ios,R,n,>90day,93
base,ms,ios,X,n,31-90day,93
base,tv,ios,P,n,31-90day,93
this,tv,ios,E,i,>90day,93
base,ms,ios,N,h,>90day,93
this,ms,android,P,s,>90day,93
this,ms,android,S,r,1-7day,93
base,ms,android,N,r,8-30day,93
this,ms,android,K,r,8-30day,93
this,ems,android,U,r,>90day,93
base,ms,android,N,o,>90day,93
this,ms,android,U,k,8-30day,93
this,tv,android,S,i,>90day,93
this,ms,android,Y,h,8-30day,93
this,tv,android,Y,h,8-30day,93
this,tv,android,S,h,>90day,93
base,ms,android,U,e,>90day,93
this,ms,ios,P,s,>90day,92
this,ems,ios,E,r,>90day,92
base,tv,ios,S,r,>90day,92
this,ms,ios,N,n,8-30day,92
this,ms,ios,s,i,0day,92
base,tv,ios,P,i,>90day,92
this,tv,android,R,t,>90day,92
base,ms,android,G,r,1-7day,92
base,tv,android,s,r,1-7day,92
this,ms,android,S,r,1-7day,92
this,ems,android,E,r,>90day,92
this,tv,android,K,r,>90day,92
this,tv,android,U,n,1-7day,92
base,ms,android,E,n,>90day,92
this,ems,android,N,n,31-90day,92
base,ms,android,U,k,1-7day,92
base,ms,android,S,i,0day,92
base,ems,android,S,h,>90day,92
base,tv,android,S,h,>90day,92
base,ms,android,T,e,>90day,92
base,ms,android,D,d,31-90day,92
base,ms,ios,E,t,>90day,91
base,ms,android,U,v,>90day,91
this,ms,android,R,u,1-7day,91
this,ms,android,s,t,0day,91
this,ms,android,T,t,>90day,91
base,ms,android,R,t,31-90day,91
this,tv,android,D,s,31-90day,91
this,ms,android,s,r,1-7day,91
base,tv,android,N,r,>90day,91
base,ms,android,D,r,>90day,91
base,ems,android,E,n,0day,91
this,ms,android,E,l,8-30day,91
this,ms,android,U,k,1-7day,91
base,ms,android,S,k,31-90day,91
this,ms,android,O,h,0day,91
base,ms,android,R,h,>90day,91
base,ms,ios,E,v,31-90day,90
this,tv,ios,N,s,>90day,90
this,ms,ios,E,r,0day,90
base,tv,ios,R,r,0day,90
base,ms,android,R,u,1-7day,90
base,tv,android,N,s,1-7day,90
base,ms,android,S,r,0day,90
this,tv,android,U,r,>90day,90
this,ms,android,T,o,>90day,90
this,ms,android,K,n,0day,90
base,ms,android,E,n,31-90day,90
base,ems,android,N,n,31-90day,90
this,ms,android,K,j,1-7day,90
this,ms,android,H,i,31-90day,90
this,ms,android,N,h,31-90day,90
base,ms,android,s,g,8-30day,90
this,tv,android,S,e,>90day,90
base,tv,android,E,e,31-90day,90
base,si,android,N,e,31-90day,90
base,ems,android,N,a,8-30day,90
this,tv,ios,S,u,>90day,89
base,ms,ios,P,s,>90day,89
this,ms,ios,E,r,8-30day,89
this,ms,ios,S,n,0day,89
base,ms,ios,P,l,31-90day,89
this,ms,ios,K,i,>90day,89
base,ms,ios,S,h,1-7day,89
this,tv,android,N,u,1-7day,89
base,tv,android,D,s,31-90day,89
base,tv,android,s,r,0day,89
base,ms,android,R,r,1-7day,89
base,ms,android,S,r,8-30day,89
base,ms,android,P,n,0day,89
this,ems,android,H,n,0day,89
base,ems,android,S,n,0day,89
this,tv,android,N,n,8-30day,89
base,tv,android,S,l,>90day,89
base,ms,android,O,h,>90day,89
base,ms,android,s,g,1-7day,89
this,ms,android,R,a,8-30day,89
base,tv,ios,T,t,8-30day,88
base,ms,ios,T,n,1-7day,88
this,tv,ios,Y,i,>90day,88
this,tv,android,H,y,8-30day,88
base,ms,android,R,u,31-90day,88
base,ms,android,s,t,0day,88
this,ms,android,T,s,8-30day,88
this,ms,android,H,r,>90day,88
base,ems,android,E,r,>90day,88
base,tv,android,K,r,>90day,88
base,ms,android,T,o,>90day,88
this,tv,android,Y,n,0day,88
base,tv,android,s,l,>90day,88
this,ms,android,s,l,31-90day,88
this,ms,android,S,a,8-30day,88
this,ms,ios,E,r,>90day,87
base,ms,ios,E,r,>90day,87
base,ms,ios,T,n,0day,87
this,tv,ios,R,n,>90day,87
this,ms,ios,W,i,31-90day,87
base,ms,ios,Y,a,>90day,87
base,ms,android,E,u,31-90day,87
this,si,android,N,s,>90day,87
this,tv,android,s,r,0day,87
this,ms,android,s,r,1-7day,87
this,ms,android,P,n,0day,87
base,md,android,D,n,8-30day,87
this,tv,android,E,l,>90day,87
this,tv,android,N,j,31-90day,87
base,ms,android,H,i,8-30day,87
base,ms,android,D,i,31-90day,87
this,ms,android,N,h,31-90day,87
base,ms,android,K,d,8-30day,87
this,ms,android,E,a,>90day,87
this,ms,ios,R,s,>90day,86
base,ms,ios,X,n,1-7day,86
this,ms,ios,S,n,1-7day,86
base,ms,android,s,t,8-30day,86
base,ms,android,O,t,>90day,86
this,ms,android,s,t,31-90day,86
this,ms,android,R,s,1-7day,86
base,ems,android,X,s,31-90day,86
base,ms,android,K,r,1-7day,86
this,ms,android,s,r,8-30day,86
this,tv,android,S,r,>90day,86
this,ms,android,S,o,31-90day,86
base,ms,android,E,a,>90day,86
this,ms,ios,N,s,>90day,85
this,ms,ios,N,n,0day,85
this,ms,ios,T,n,8-30day,85
base,ms,ios,D,i,>90day,85
this,tv,ios,H,h,0day,85
this,ms,android,R,u,1-7day,85
this,tv,android,R,u,>90day,85
base,ms,android,R,r,0day,85
this,ms,android,K,r,0day,85
this,si,android,S,n,>90day,85
base,ms,android,S,n,31-90day,85
this,ms,android,S,i,0day,85
this,ms,android,W,i,0day,85
this,md,android,E,i,>90day,85
base,ms,android,P,i,31-90day,85
base,ms,ios,s,u,0day,84
base,tv,ios,S,u,>90day,84
base,ms,ios,R,u,>90day,84
base,ms,ios,E,s,>90day,84
this,ms,ios,N,n,31-90day,84
base,ms,ios,S,h,8-30day,84
this,ms,ios,N,h,>90day,84
base,ms,ios,S,e,0day,84
base,ms,ios,Y,d,>90day,84
base,ms,android,s,r,0day,84
this,ms,android,s,r,0day,84
base,ems,android,U,r,31-90day,84
this,ms,android,S,o,1-7day,84
this,ms,android,H,m,8-30day,84
this,ms,android,P,i,31-90day,84
this,ms,android,H,h,>90day,84
base,tv,android,Y,h,31-90day,84
base,ems,android,N,e,1-7day,84
this,si,android,N,d,0day,84
this,tv,ios,X,s,1-7day,83
this,tv,ios,H,n,0day,83
base,ms,ios,H,n,1-7day,83
base,ms,ios,W,i,31-90day,83
base,ms,ios,Y,h,8-30day,83
base,tv,android,s,u,>90day,83
base,ms,android,E,r,0day,83
base,ems,android,U,r,>90day,83
this,ms,android,s,r,31-90day,83
this,ms,android,H,n,>90day,83
base,tv,android,R,n,31-90day,83
this,tv,android,H,l,31-90day,83
base,ms,android,H,i,>90day,83
base,tv,android,K,i,31-90day,83
this,tv,android,N,d,8-30day,83
base,ms,ios,N,s,>90day,82
base,tv,ios,S,s,31-90day,82
this,tv,ios,R,r,0day,82
base,tv,ios,s,r,>90day,82
base,ms,ios,E,n,8-30day,82
base,tv,ios,R,i,>90day,82
base,tv,ios,W,h,1-7day,82
this,ms,ios,R,e,0day,82
this,ms,android,R,u,31-90day,82
base,ms,android,U,t,1-7day,82
base,ems,android,T,t,8-30day,82
this,ms,android,S,t,8-30day,82
this,ms,android,T,s,1-7day,82
this,ems,android,S,s,31-90day,82
base,ems,android,K,r,8-30day,82
base,tv,android,S,r,31-90day,82
this,ems,android,Y,n,31-90day,82
base,ms,android,R,n,31-90day,82
this,tv,android,N,m,>90day,82
base,tv,android,H,l,31-90day,82
base,ms,android,S,k,0day,82
base,tv,android,K,j,>90day,82
this,ms,android,H,a,>90day,82
this,ms,ios,E,u,31-90day,81
this,ms,ios,s,h,1-7day,81
this,ms,android,s,u,31-90day,81
this,ms,android,R,t,31-90day,81
this,tv,android,N,s,1-7day,81
this,tv,android,s,s,31-90day,81
this,ms,android,E,s,31-90day,81
base,ms,android,s,r,0day,81
this,ms,android,K,r,1-7day,81
this,ms,android,S,r,8-30day,81
this,tv,android,R,r,>90day,81
this,ms,android,R,n,0day,81
this,tv,android,N,n,31-90day,81
this,ms,android,H,m,0day,81
base,ms,android,K,j,0day,81
